transaction_id,user_id,user_name,timestamp,amount,merchant_name,merchant_category,recipient_name,recipient_type,payment_method,device_id,device_type,city,state,country,latitude,longitude,account_age_days,balance_before,balance_after,hour_of_day,day_of_week,is_weekend,is_salary_period,recipient_frequency_score,merchant_frequency_score,days_since_recipient_seen,device_familiarity,location_familiarity
TXN0005352,U004,Mehul Patil,2024-07-21 21:37:54,1057.22,Swiggy,Food Delivery,Swiggy,merchant,Debit Card,ONPND-MP-004,OnePlus Nord,Nagpur,Maharashtra,India,21.144436,79.084946,502,4121.86,3064.64,21,Sunday,1,0,0.000,0.860,0,1.0,1.0
TXN0003615,U003,Farhan Farooqui,2024-06-02 10:17:40,779.25,Water Board,Utility,Water Board,merchant,Cash,SAMSM-FF-003,Samsung M Series,Mumbai,Maharashtra,India,19.076304,72.878346,2953,9577.93,8798.68,10,Sunday,1,1,0.000,0.914,0,1.0,1.0
TXN0000919,U001,Chirayu Mahajan,2024-08-14 18:17:14,550.69,Google Play,Gaming,Google Play,merchant,Credit Card,SAMS24-CM-001,Samsung Galaxy S24,Bhopal,Madhya Pradesh,India,23.259852,77.409310,766,1624.88,1074.19,18,Wednesday,0,0,0.000,0.789,0,1.0,1.0
TXN0001357,U001,Chirayu Mahajan,2024-11-28 16:11:09,1029.43,Amazon,E-Commerce,Amazon,merchant,UPI,SAMS24-CM-001,Samsung Galaxy S24,Bhopal,Madhya Pradesh,India,23.262563,77.412732,872,5433.20,4403.77,16,Thursday,0,0,0.000,0.833,0,1.0,1.0
TXN0001741,U002,Pranav Chopade,2024-02-26 18:59:10,710.12,Amazon,E-Commerce,Amazon,merchant,Net Banking,IPHN15-PC-002,iPhone 15,Pune,Maharashtra,India,18.517584,73.853216,1256,11986.29,11276.17,18,Monday,0,0,0.000,0.892,0,1.0,1.0
TXN0004183,U003,Farhan Farooqui,2024-10-12 17:13:39,1178.42,Water Board,Utility,Water Board,merchant,Cash,SAMSM-FF-003,Samsung M Series,Mumbai,Maharashtra,India,19.074040,72.874365,3085,7263.61,6085.19,17,Saturday,1,0,0.000,0.873,0,1.0,1.0
TXN0000552,U001,Chirayu Mahajan,2024-05-15 16:31:32,1231.89,Zomato,Food Delivery,Zomato,merchant,Debit Card,SAMS24-CM-001,Samsung Galaxy S24,Bhopal,Madhya Pradesh,India,23.257208,77.417024,675,4701.75,3469.86,16,Wednesday,0,0,0.000,0.855,0,1.0,1.0
TXN0001175,U001,Chirayu Mahajan,2024-10-14 22:17:53,403.79,Steam,Gaming,Steam,merchant,Debit Card,SAMS24-CM-001,Samsung Galaxy S24,Bhopal,Madhya Pradesh,India,23.264731,77.408431,827,4752.24,4348.45,22,Monday,0,0,0.000,0.781,0,1.0,1.0
TXN0001299,U001,Chirayu Mahajan,2024-11-14 15:42:17,635.12,P2P Transfer,Transfer,Pranav Chopade,individual,Credit Card,SAMS24-CM-001,Samsung Galaxy S24,Bhopal,Madhya Pradesh,India,23.263254,77.411953,858,3924.49,3289.37,15,Thursday,0,0,0.770,0.715,8,1.0,1.0
TXN0001664,U002,Pranav Chopade,2024-02-08 11:36:44,4219.13,Swiggy,Food Delivery,Swiggy,merchant,UPI,IPHN15-PC-002,iPhone 15,Pune,Maharashtra,India,18.520344,73.853345,1238,36293.15,32074.02,11,Thursday,0,0,0.000,0.931,0,1.0,1.0
TXN0004077,U003,Farhan Farooqui,2024-09-17 17:05:15,924.92,P2P Transfer,Transfer,Mehul Patil,individual,Debit Card,SAMSM-FF-003,Samsung M Series,Mumbai,Maharashtra,India,19.073482,72.874543,3060,4498.02,3573.10,17,Tuesday,0,0,0.803,0.736,4,1.0,1.0
TXN0003746,U003,Farhan Farooqui,2024-07-04 11:19:02,472.97,P2P Transfer,Transfer,Mehul Patil,individual,UPI,SAMSM-FF-003,Samsung M Series,Mumbai,Maharashtra,India,19.076121,72.873754,2985,6308.36,5835.39,11,Thursday,0,1,0.770,0.715,2,1.0,1.0
TXN0001684,U002,Pranav Chopade,2024-02-14 09:10:42,6491.68,Amazon,E-Commerce,Amazon,merchant,UPI,IPHN15-PC-002,iPhone 15,Pune,Maharashtra,India,18.516897,73.852433,1244,67078.57,60586.89,9,Wednesday,0,0,0.000,0.810,0,1.0,1.0
TXN0005518,U004,Mehul Patil,2024-08-30 21:32:32,631.32,Swiggy,Food Delivery,Swiggy,merchant,UPI,ONPND-MP-004,OnePlus Nord,Nagpur,Maharashtra,India,21.149042,79.085943,542,1351.18,719.86,21,Friday,0,0,0.000,0.892,0,1.0,1.0
TXN0000511,U001,Chirayu Mahajan,2024-05-06 20:17:03,593.72,Swiggy,Food Delivery,Swiggy,merchant,UPI,SAMS24-CM-001,Samsung Galaxy S24,Bhopal,Madhya Pradesh,India,23.259602,77.412919,666,1904.54,1310.82,20,Monday,0,0,0.000,0.903,0,1.0,1.0
TXN0004552,U004,Mehul Patil,2024-01-14 21:06:40,446.72,P2P Transfer,Transfer,Chirayu Mahajan,individual,UPI,ONPND-MP-004,OnePlus Nord,Nagpur,Maharashtra,India,21.146490,79.092816,313,1274.75,828.03,21,Sunday,1,0,0.732,0.693,2,1.0,1.0
TXN0000766,U001,Chirayu Mahajan,2024-07-07 21:18:53,322.59,Swiggy,Food Delivery,Swiggy,merchant,UPI,SAMS24-CM-001,Samsung Galaxy S24,Bhopal,Madhya Pradesh,India,23.260889,77.410689,728,4394.49,4071.90,21,Sunday,1,0,0.000,0.878,0,1.0,1.0
TXN0003686,U003,Farhan Farooqui,2024-06-21 15:33:30,1506.17,Medical Stores,Pharmacy,Medical Stores,merchant,UPI,SAMSM-FF-003,Samsung M Series,Mumbai,Maharashtra,India,19.072268,72.874574,2972,3945.72,2439.55,15,Friday,0,0,0.000,0.784,0,1.0,1.0
TXN0002346,U002,Pranav Chopade,2024-07-25 15:07:46,16352.96,Amazon,E-Commerce,Amazon,merchant,Debit Card,IPHN15-PC-002,iPhone 15,Pune,Maharashtra,India,18.521837,73.861184,1406,49106.64,32753.68,15,Thursday,0,0,0.000,0.804,0,1.0,1.0
TXN0001810,U002,Pranav Chopade,2024-03-12 21:16:59,1697.76,Indian Oil,Fuel,Indian Oil,merchant,Net Banking,IPHN15-PC-002,iPhone 15,Pune,Maharashtra,India,18.520363,73.860438,1271,69860.26,68162.50,21,Tuesday,0,0,0.000,0.923,0,1.0,1.0
TXN0005530,U004,Mehul Patil,2024-09-04 00:47:38,299.00,Mobile Recharge,Telecom,Mobile Recharge,merchant,Google Pay,ONPND-MP-004,OnePlus Nord,Nagpur,Maharashtra,India,21.147347,79.090862,547,1268.72,969.72,0,Wednesday,0,1,0.000,0.891,0,1.0,1.0
TXN0005516,U004,Mehul Patil,2024-08-30 23:19:04,730.91,Swiggy,Food Delivery,Swiggy,merchant,Google Pay,ONPND-MP-004,OnePlus Nord,Nagpur,Maharashtra,India,21.147155,79.085316,542,5020.60,4289.69,23,Friday,0,0,0.000,0.865,0,1.0,1.0
TXN0002368,U002,Pranav Chopade,2024-07-31 08:35:01,3272.87,Indian Oil,Fuel,Indian Oil,merchant,Net Banking,IPHN15-PC-002,iPhone 15,Pune,Maharashtra,India,18.521789,73.851898,1412,67685.16,64412.29,8,Wednesday,0,0,0.000,0.831,0,1.0,1.0
TXN0003996,U003,Farhan Farooqui,2024-08-30 11:17:46,2242.46,Apollo Pharmacy,Pharmacy,Apollo Pharmacy,merchant,UPI,SAMSM-FF-003,Samsung M Series,Mumbai,Maharashtra,India,19.077031,72.877650,3042,3907.66,1665.20,11,Friday,0,0,0.000,0.897,0,1.0,1.0
TXN0001691,U002,Pranav Chopade,2024-02-15 07:22:31,1252.60,Swiggy,Food Delivery,Swiggy,merchant,Credit Card,IPHN15-PC-002,iPhone 15,Pune,Maharashtra,India,18.520199,73.858810,1245,40955.51,39702.91,7,Thursday,0,0,0.000,0.914,0,1.0,1.0
TXN0000594,U001,Chirayu Mahajan,2024-05-22 22:02:37,607.44,Swiggy,Food Delivery,Swiggy,merchant,UPI,SAMS24-CM-001,Samsung Galaxy S24,Bhopal,Madhya Pradesh,India,23.258073,77.412904,682,4177.41,3569.97,22,Wednesday,0,0,0.000,0.897,0,1.0,1.0
TXN0002940,U002,Pranav Chopade,2024-12-14 19:17:24,1924.60,P2P Transfer,Transfer,Farhan Farooqui,individual,Credit Card,IPHN15-PC-002,iPhone 15,Pune,Maharashtra,India,18.524649,73.861131,1548,29187.96,27263.36,19,Saturday,1,0,0.797,0.688,18,1.0,1.0
TXN0004422,U003,Farhan Farooqui,2024-12-11 10:24:29,1015.22,Reliance Fresh,Grocery,Reliance Fresh,merchant,UPI,SAMSM-FF-003,Samsung M Series,Mumbai,Maharashtra,India,19.073514,72.873238,3145,2767.16,1751.94,10,Wednesday,0,0,0.000,0.901,0,1.0,1.0
TXN0005448,U004,Mehul Patil,2024-08-12 19:12:14,210.30,BookMyShow,Entertainment,BookMyShow,merchant,UPI,ONPND-MP-004,OnePlus Nord,Nagpur,Maharashtra,India,21.144195,79.092017,524,5115.55,4905.25,19,Monday,0,0,0.000,0.693,0,1.0,1.0
TXN0004561,U004,Mehul Patil,2024-01-16 23:52:13,138.52,P2P Transfer,Transfer,Pranav Chopade,individual,Debit Card,ONPND-MP-004,OnePlus Nord,Nagpur,Maharashtra,India,21.144712,79.089357,315,2944.22,2805.70,23,Tuesday,0,0,0.788,0.680,2,1.0,1.0
TXN0004028,U003,Farhan Farooqui,2024-09-08 15:59:45,1266.92,Water Board,Utility,Water Board,merchant,UPI,SAMSM-FF-003,Samsung M Series,Mumbai,Maharashtra,India,19.079438,72.877205,3051,5481.86,4214.94,15,Sunday,1,0,0.000,0.895,0,1.0,1.0
TXN0001425,U001,Chirayu Mahajan,2024-12-12 00:07:25,2173.67,Amazon,E-Commerce,Amazon,merchant,Credit Card,SAMS24-CM-001,Samsung Galaxy S24,Bhopal,Madhya Pradesh,India,23.256100,77.414310,886,5970.05,3796.38,0,Thursday,0,0,0.000,0.858,0,1.0,1.0
TXN0003591,U003,Farhan Farooqui,2024-05-26 16:37:27,2215.80,Reliance Fresh,Grocery,Reliance Fresh,merchant,UPI,SAMSM-FF-003,Samsung M Series,Mumbai,Maharashtra,India,19.079743,72.875165,2946,2863.09,647.29,16,Sunday,1,0,0.000,0.890,0,1.0,1.0
TXN0005188,U004,Mehul Patil,2024-06-11 15:20:04,339.62,P2P Transfer,Transfer,Farhan Farooqui,individual,UPI,ONPND-MP-004,OnePlus Nord,Nagpur,Maharashtra,India,21.149725,79.092182,462,4145.95,3806.33,15,Tuesday,0,0,0.724,0.708,3,1.0,1.0
TXN0004635,U004,Mehul Patil,2024-02-01 19:13:11,243.42,Zomato,Food Delivery,Zomato,merchant,UPI,ONPND-MP-004,OnePlus Nord,Nagpur,Maharashtra,India,21.149459,79.089329,331,4726.57,4483.15,19,Thursday,0,1,0.000,0.893,0,1.0,1.0
TXN0003099,U003,Farhan Farooqui,2024-01-23 10:20:38,904.89,Medical Stores,Pharmacy,Medical Stores,merchant,Cash,SAMSM-FF-003,Samsung M Series,Mumbai,Maharashtra,India,19.079174,72.874193,2822,6315.67,5410.78,10,Tuesday,0,0,0.000,0.741,0,1.0,1.0
TXN0002269,U002,Pranav Chopade,2024-07-06 18:51:08,1952.72,HP Petrol Pump,Fuel,HP Petrol Pump,merchant,Credit Card,IPHN15-PC-002,iPhone 15,Pune,Maharashtra,India,18.521451,73.855623,1387,47298.00,45345.28,18,Saturday,1,0,0.000,0.798,0,1.0,1.0
TXN0002428,U002,Pranav Chopade,2024-08-16 10:24:47,837.56,P2P Transfer,Transfer,Chirayu Mahajan,individual,Net Banking,IPHN15-PC-002,iPhone 15,Pune,Maharashtra,India,18.516641,73.853626,1428,5920.70,5083.14,10,Friday,0,0,0.743,0.666,2,1.0,1.0
TXN0000285,U001,Chirayu Mahajan,2024-03-11 18:50:32,490.10,Swiggy,Food Delivery,Swiggy,merchant,UPI,SAMS24-CM-001,Samsung Galaxy S24,Bhopal,Madhya Pradesh,India,23.261533,77.410911,610,1333.13,843.03,18,Monday,0,0,0.000,0.885,0,1.0,1.0
TXN0004128,U003,Farhan Farooqui,2024-09-29 16:22:27,3271.75,P2P Transfer,Transfer,Chirayu Mahajan,individual,Debit Card,SAMSM-FF-003,Samsung M Series,Mumbai,Maharashtra,India,19.078209,72.881067,3072,4368.47,1096.72,16,Sunday,1,0,0.824,0.678,2,1.0,1.0
TXN0000715,U001,Chirayu Mahajan,2024-06-22 20:29:24,839.09,BookMyShow,Entertainment,BookMyShow,merchant,UPI,SAMS24-CM-001,Samsung Galaxy S24,Bhopal,Madhya Pradesh,India,23.263755,77.409179,713,2669.65,1830.56,20,Saturday,1,0,0.000,0.695,0,1.0,1.0
TXN0002314,U002,Pranav Chopade,2024-07-19 18:09:56,3323.79,HP Petrol Pump,Fuel,HP Petrol Pump,merchant,Debit Card,IPHN15-PC-002,iPhone 15,Pune,Maharashtra,India,18.520671,73.857288,1400,73500.19,70176.40,18,Friday,0,0,0.000,0.780,0,1.0,1.0
TXN0000486,U001,Chirayu Mahajan,2024-05-02 18:47:37,838.94,Zomato,Food Delivery,Zomato,merchant,UPI,SAMS24-CM-001,Samsung Galaxy S24,Bhopal,Madhya Pradesh,India,23.259612,77.416780,662,3523.58,2684.64,18,Thursday,0,1,0.000,0.879,0,1.0,1.0
TXN0001994,U002,Pranav Chopade,2024-04-21 17:41:40,1687.73,Indian Oil,Fuel,Indian Oil,merchant,Debit Card,IPHN15-PC-002,iPhone 15,Pune,Maharashtra,India,18.524962,73.856926,1311,3752.54,2064.81,17,Sunday,1,0,0.000,0.852,0,1.0,1.0
TXN0002575,U002,Pranav Chopade,2024-09-22 16:16:25,13541.56,Swiggy,Food Delivery,Swiggy,merchant,Net Banking,IPHN15-PC-002,iPhone 15,Pune,Maharashtra,India,18.522094,73.856591,1465,18191.53,4649.97,16,Sunday,1,0,0.000,0.875,0,1.0,1.0
TXN0002348,U002,Pranav Chopade,2024-07-26 21:45:14,1217.16,MSEB,Utility,MSEB,merchant,Net Banking,IPHN15-PC-002,iPhone 15,Pune,Maharashtra,India,18.517104,73.860862,1407,42675.54,41458.38,21,Friday,0,0,0.000,0.977,0,1.0,1.0
TXN0002148,U002,Pranav Chopade,2024-06-04 21:47:13,1632.62,HP Petrol Pump,Fuel,HP Petrol Pump,merchant,Debit Card,IPHN15-PC-002,iPhone 15,Pune,Maharashtra,India,18.521210,73.855396,1355,44086.21,42453.59,21,Tuesday,0,1,0.000,0.830,0,1.0,1.0
TXN0003835,U003,Farhan Farooqui,2024-07-23 11:49:27,1108.04,P2P Transfer,Transfer,Chirayu Mahajan,individual,Net Banking,SAMSM-FF-003,Samsung M Series,Mumbai,Maharashtra,India,19.079071,72.882101,3004,4598.85,3490.81,11,Tuesday,0,0,0.764,0.739,1,1.0,1.0
TXN0004920,U004,Mehul Patil,2024-04-05 14:26:19,309.49,Zomato,Food Delivery,Zomato,merchant,Google Pay,ONPND-MP-004,OnePlus Nord,Nagpur,Maharashtra,India,21.148198,79.084983,395,3737.64,3428.15,14,Friday,0,1,0.000,0.852,0,1.0,1.0
TXN0002261,U002,Pranav Chopade,2024-07-05 14:26:29,1365.31,Flipkart,E-Commerce,Flipkart,merchant,Net Banking,IPHN15-PC-002,iPhone 15,Pune,Maharashtra,India,18.518583,73.856142,1386,59517.44,58152.13,14,Friday,0,1,0.000,0.754,0,1.0,1.0
TXN0003055,U003,Farhan Farooqui,2024-01-14 13:35:49,4401.05,Medical Stores,Pharmacy,Medical Stores,merchant,Cash,SAMSM-FF-003,Samsung M Series,Mumbai,Maharashtra,India,19.075137,72.881899,2813,7171.54,2770.49,13,Sunday,1,0,0.000,0.736,0,1.0,1.0
TXN0003256,U003,Farhan Farooqui,2024-03-03 11:21:49,959.72,Medical Stores,Pharmacy,Medical Stores,merchant,UPI,SAMSM-FF-003,Samsung M Series,Mumbai,Maharashtra,India,19.079755,72.876036,2862,2015.02,1055.30,11,Sunday,1,1,0.000,0.808,0,1.0,1.0
TXN0004243,U003,Farhan Farooqui,2024-10-27 18:43:54,1392.67,Reliance Fresh,Grocery,Reliance Fresh,merchant,Net Banking,SAMSM-FF-003,Samsung M Series,Mumbai,Maharashtra,India,19.076184,72.872821,3100,5647.44,4254.77,18,Sunday,1,0,0.000,0.874,0,1.0,1.0
TXN0004301,U003,Farhan Farooqui,2024-11-08 21:44:06,1878.14,P2P Transfer,Transfer,Pranav Chopade,individual,UPI,SAMSM-FF-003,Samsung M Series,Mumbai,Maharashtra,India,19.079331,72.873661,3112,4730.15,2852.01,21,Friday,0,0,0.789,0.733,2,1.0,1.0
TXN0004371,U003,Farhan Farooqui,2024-11-27 19:48:07,361.81,Medical Stores,Pharmacy,Medical Stores,merchant,Debit Card,SAMSM-FF-003,Samsung M Series,Mumbai,Maharashtra,India,19.073979,72.874156,3131,1978.49,1616.68,19,Wednesday,0,0,0.000,0.759,0,1.0,1.0
TXN0001680,U002,Pranav Chopade,2024-02-13 14:36:53,14313.70,Rent Transfer,Rent,Rent Transfer,merchant,Credit Card,IPHN15-PC-002,iPhone 15,Pune,Maharashtra,India,18.523308,73.852150,1243,15419.38,1105.68,14,Tuesday,0,0,0.000,0.971,0,1.0,1.0
TXN0000248,U001,Chirayu Mahajan,2024-03-02 20:10:58,385.38,BookMyShow,Entertainment,BookMyShow,merchant,UPI,SAMS24-CM-001,Samsung Galaxy S24,Bhopal,Madhya Pradesh,India,23.257012,77.407819,601,4408.35,4022.97,20,Saturday,1,1,0.000,0.673,0,1.0,1.0
TXN0004909,U004,Mehul Patil,2024-04-03 22:13:21,255.64,Swiggy,Food Delivery,Swiggy,merchant,Google Pay,ONPND-MP-004,OnePlus Nord,Nagpur,Maharashtra,India,21.146845,79.087284,393,3816.31,3560.67,22,Wednesday,0,1,0.000,0.863,0,1.0,1.0
TXN0000438,U001,Chirayu Mahajan,2024-04-22 20:29:24,113.33,Steam,Gaming,Steam,merchant,Credit Card,SAMS24-CM-001,Samsung Galaxy S24,Bhopal,Madhya Pradesh,India,23.258233,77.416492,652,5021.43,4908.10,20,Monday,0,0,0.000,0.823,0,1.0,1.0
TXN0001218,U001,Chirayu Mahajan,2024-10-25 16:17:53,1853.95,BookMyShow,Entertainment,BookMyShow,merchant,Debit Card,SAMS24-CM-001,Samsung Galaxy S24,Bhopal,Madhya Pradesh,India,23.255318,77.415271,838,4735.26,2881.31,16,Friday,0,0,0.000,0.663,0,1.0,1.0
TXN0001818,U002,Pranav Chopade,2024-03-13 15:36:03,13656.18,Rent Transfer,Rent,Rent Transfer,merchant,Debit Card,IPHN15-PC-002,iPhone 15,Pune,Maharashtra,India,18.522572,73.852127,1272,62100.68,48444.50,15,Wednesday,0,0,0.000,0.950,0,1.0,1.0
TXN0002286,U002,Pranav Chopade,2024-07-11 08:47:15,2173.30,HP Petrol Pump,Fuel,HP Petrol Pump,merchant,Debit Card,IPHN15-PC-002,iPhone 15,Pune,Maharashtra,India,18.522923,73.857346,1392,56120.19,53946.89,8,Thursday,0,0,0.000,0.861,0,1.0,1.0
TXN0004736,U004,Mehul Patil,2024-02-24 15:21:52,1399.12,Google Play,Gaming,Google Play,merchant,UPI,ONPND-MP-004,OnePlus Nord,Nagpur,Maharashtra,India,21.147283,79.086135,354,3322.79,1923.67,15,Saturday,1,0,0.000,0.799,0,1.0,1.0
TXN0003294,U003,Farhan Farooqui,2024-03-14 20:32:03,1139.65,Water Board,Utility,Water Board,merchant,Cash,SAMSM-FF-003,Samsung M Series,Mumbai,Maharashtra,India,19.078912,72.872944,2873,1957.11,817.46,20,Thursday,0,0,0.000,0.938,0,1.0,1.0
TXN0004273,U003,Farhan Farooqui,2024-11-03 21:58:23,1760.62,Apollo Pharmacy,Pharmacy,Apollo Pharmacy,merchant,Net Banking,SAMSM-FF-003,Samsung M Series,Mumbai,Maharashtra,India,19.072145,72.872825,3107,3312.48,1551.86,21,Sunday,1,1,0.000,0.848,0,1.0,1.0
TXN0001850,U002,Pranav Chopade,2024-03-20 10:15:26,14681.15,Amazon,E-Commerce,Amazon,merchant,Credit Card,IPHN15-PC-002,iPhone 15,Pune,Maharashtra,India,18.517237,73.853142,1279,83911.81,69230.66,10,Wednesday,0,0,0.000,0.829,0,1.0,1.0
TXN0004592,U004,Mehul Patil,2024-01-22 20:26:20,433.35,Zomato,Food Delivery,Zomato,merchant,UPI,ONPND-MP-004,OnePlus Nord,Nagpur,Maharashtra,India,21.144090,79.090261,321,4666.84,4233.49,20,Monday,0,0,0.000,0.874,0,1.0,1.0
TXN0004442,U003,Farhan Farooqui,2024-12-15 16:39:01,1398.43,Reliance Fresh,Grocery,Reliance Fresh,merchant,Debit Card,SAMSM-FF-003,Samsung M Series,Mumbai,Maharashtra,India,19.072138,72.876705,3149,3869.95,2471.52,16,Sunday,1,0,0.000,0.903,0,1.0,1.0
TXN0004320,U003,Farhan Farooqui,2024-11-13 14:30:17,204.03,Reliance Fresh,Grocery,Reliance Fresh,merchant,Net Banking,SAMSM-FF-003,Samsung M Series,Mumbai,Maharashtra,India,19.072838,72.881813,3117,9813.22,9609.19,14,Wednesday,0,0,0.000,0.937,0,1.0,1.0
TXN0002550,U002,Pranav Chopade,2024-09-16 08:50:12,2841.29,Swiggy,Food Delivery,Swiggy,merchant,Credit Card,IPHN15-PC-002,iPhone 15,Pune,Maharashtra,India,18.517126,73.854508,1459,42176.72,39335.43,8,Monday,0,0,0.000,0.915,0,1.0,1.0
TXN0001919,U002,Pranav Chopade,2024-04-03 08:30:15,1120.95,Jio Fiber,Utility,Jio Fiber,merchant,Credit Card,IPHN15-PC-002,iPhone 15,Pune,Maharashtra,India,18.520860,73.852464,1293,61736.69,60615.74,8,Wednesday,0,1,0.000,0.986,0,1.0,1.0
TXN0004346,U003,Farhan Farooqui,2024-11-19 16:01:55,364.48,Medical Stores,Pharmacy,Medical Stores,merchant,Debit Card,SAMSM-FF-003,Samsung M Series,Mumbai,Maharashtra,India,19.074186,72.881159,3123,2266.90,1902.42,16,Tuesday,0,0,0.000,0.772,0,1.0,1.0
TXN0001556,U002,Pranav Chopade,2024-01-14 12:37:44,1199.24,Amazon,E-Commerce,Amazon,merchant,Credit Card,IPHN15-PC-002,iPhone 15,Pune,Maharashtra,India,18.517938,73.854026,1213,48212.71,47013.47,12,Sunday,1,0,0.000,0.845,0,1.0,1.0
TXN0002200,U002,Pranav Chopade,2024-06-18 08:02:02,6764.88,P2P Transfer,Transfer,Chirayu Mahajan,individual,Credit Card,IPHN15-PC-002,iPhone 15,Pune,Maharashtra,India,18.521950,73.852656,1369,27178.69,20413.81,8,Tuesday,0,0,0.748,0.687,19,1.0,1.0
TXN0005104,U004,Mehul Patil,2024-05-22 22:31:28,288.47,Google Play,Gaming,Google Play,merchant,Credit Card,ONPND-MP-004,OnePlus Nord,Nagpur,Maharashtra,India,21.149517,79.087568,442,2069.41,1780.94,22,Wednesday,0,0,0.000,0.754,0,1.0,1.0
TXN0005288,U004,Mehul Patil,2024-07-06 20:44:12,2887.33,P2P Transfer,Transfer,Farhan Farooqui,individual,UPI,ONPND-MP-004,OnePlus Nord,Nagpur,Maharashtra,India,21.146371,79.085985,487,4063.87,1176.54,20,Saturday,1,0,0.786,0.700,0,1.0,1.0
TXN0004965,U004,Mehul Patil,2024-04-16 23:07:57,209.87,Google Play,Gaming,Google Play,merchant,Credit Card,ONPND-MP-004,OnePlus Nord,Nagpur,Maharashtra,India,21.140939,79.092202,406,5076.66,4866.79,23,Tuesday,0,0,0.000,0.801,0,1.0,1.0
TXN0000596,U001,Chirayu Mahajan,2024-05-23 22:39:53,426.89,Steam,Gaming,Steam,merchant,Debit Card,SAMS24-CM-001,Samsung Galaxy S24,Bhopal,Madhya Pradesh,India,23.262537,77.409113,683,3569.97,3143.08,22,Thursday,0,0,0.000,0.819,0,1.0,1.0
TXN0004157,U003,Farhan Farooqui,2024-10-07 10:49:57,519.22,Reliance Fresh,Grocery,Reliance Fresh,merchant,UPI,SAMSM-FF-003,Samsung M Series,Mumbai,Maharashtra,India,19.075018,72.877601,3080,5828.37,5309.15,10,Monday,0,0,0.000,0.907,0,1.0,1.0
TXN0000563,U001,Chirayu Mahajan,2024-05-17 20:21:31,1491.48,Blinkit,Grocery Delivery,Blinkit,merchant,UPI,SAMS24-CM-001,Samsung Galaxy S24,Bhopal,Madhya Pradesh,India,23.264594,77.409618,677,6668.08,5176.60,20,Friday,0,0,0.000,0.731,0,1.0,1.0
TXN0001465,U001,Chirayu Mahajan,2024-12-21 00:39:49,2985.36,Amazon,E-Commerce,Amazon,merchant,UPI,SAMS24-CM-001,Samsung Galaxy S24,Bhopal,Madhya Pradesh,India,23.255507,77.415620,895,5133.59,2148.23,0,Saturday,1,0,0.000,0.818,0,1.0,1.0
TXN0002916,U002,Pranav Chopade,2024-12-08 18:04:37,2324.34,Indian Oil,Fuel,Indian Oil,merchant,Credit Card,IPHN15-PC-002,iPhone 15,Pune,Maharashtra,India,18.517283,73.859945,1542,53109.87,50785.53,18,Sunday,1,0,0.000,0.911,0,1.0,1.0
TXN0003542,U003,Farhan Farooqui,2024-05-14 11:01:21,2518.25,P2P Transfer,Transfer,Pranav Chopade,individual,Debit Card,SAMSM-FF-003,Samsung M Series,Mumbai,Maharashtra,India,19.072179,72.873953,2934,7267.27,4749.02,11,Tuesday,0,0,0.781,0.708,2,1.0,1.0
TXN0005153,U004,Mehul Patil,2024-06-03 15:35:10,179.00,Mobile Recharge,Telecom,Mobile Recharge,merchant,Debit Card,ONPND-MP-004,OnePlus Nord,Nagpur,Maharashtra,India,21.142102,79.088082,454,3133.27,2954.27,15,Monday,0,1,0.000,0.870,0,1.0,1.0
TXN0004620,U004,Mehul Patil,2024-01-29 15:06:55,403.85,Zomato,Food Delivery,Zomato,merchant,Debit Card,ONPND-MP-004,OnePlus Nord,Nagpur,Maharashtra,India,21.143895,79.083882,328,2906.41,2502.56,15,Monday,0,0,0.000,0.910,0,1.0,1.0
TXN0005777,U004,Mehul Patil,2024-11-07 15:06:24,800.00,Google Play,Gaming,Google Play,merchant,Credit Card,ONPND-MP-004,OnePlus Nord,Nagpur,Maharashtra,India,21.143275,79.089655,611,5282.38,4482.38,15,Thursday,0,0,0.000,0.778,0,1.0,1.0
TXN0001504,U002,Pranav Chopade,2024-01-01 13:32:47,14819.80,P2P Transfer,Transfer,Mehul Patil,individual,UPI,IPHN15-PC-002,iPhone 15,Pune,Maharashtra,India,18.523519,73.854295,1200,26914.61,12094.81,13,Monday,0,1,0.843,0.704,30,1.0,1.0
TXN0005820,U004,Mehul Patil,2024-11-16 22:00:23,399.00,Mobile Recharge,Telecom,Mobile Recharge,merchant,UPI,ONPND-MP-004,OnePlus Nord,Nagpur,Maharashtra,India,21.144901,79.087049,620,2110.52,1711.52,22,Saturday,1,0,0.000,0.847,0,1.0,1.0
TXN0004361,U003,Farhan Farooqui,2024-11-24 16:12:17,1464.55,Apollo Pharmacy,Pharmacy,Apollo Pharmacy,merchant,UPI,SAMSM-FF-003,Samsung M Series,Mumbai,Maharashtra,India,19.073189,72.876360,3128,2775.31,1310.76,16,Sunday,1,0,0.000,0.842,0,1.0,1.0
TXN0002090,U002,Pranav Chopade,2024-05-17 16:36:59,14516.94,Rent Transfer,Rent,Rent Transfer,merchant,Debit Card,IPHN15-PC-002,iPhone 15,Pune,Maharashtra,India,18.519379,73.861344,1337,26250.41,11733.47,16,Friday,0,0,0.000,1.000,0,1.0,1.0
TXN0001991,U002,Pranav Chopade,2024-04-20 20:17:04,1779.25,MSEB,Utility,MSEB,merchant,Credit Card,IPHN15-PC-002,iPhone 15,Pune,Maharashtra,India,18.517671,73.860444,1310,10572.35,8793.10,20,Saturday,1,0,0.000,0.900,0,1.0,1.0
